OBS, STN, SST, MWHT, WHDIR, CDIR, SWP
조위관측,인천,23.7,-999.0,-999.0,-999.0,-999.0
조위관측,평택,22.36,-999.0,-999.0,-999.0,-999.0
조위관측,영광,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,제주,25.5,-999.0,-999.0,-999.0,-999.0
조위관측,부산,23.15,-999.0,-999.0,-999.0,-999.0
조위관측,묵호,20.45,-999.0,-999.0,-999.0,-999.0
조위관측,목포,23.25,-999.0,-999.0,-999.0,-999.0
조위관측,안산,23.78,-999.0,-999.0,-999.0,-999.0
조위관측,포항,23.06,-999.0,-999.0,-999.0,-999.0
조위관측,서귀포,22.3,-999.0,-999.0,-999.0,-999.0
조위관측,후포,20.5,-999.0,-999.0,-999.0,-999.0
조위관측,속초,19.48,-999.0,-999.0,-999.0,-999.0
조위관측,울릉도,22.08,-999.0,-999.0,-999.0,-999.0
조위관측,통영,23,-999.0,-999.0,-999.0,-999.0
조위관측,마산,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,여수,25.33,-999.0,-999.0,-999.0,-999.0
조위관측,대산,19.27,-999.0,-999.0,-999.0,-999.0
조위관측,군산,22.25,-999.0,-999.0,-999.0,-999.0
조위관측,가덕도,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,울산,19.34,-999.0,-999.0,-999.0,-999.0
조위관측,추자도,19.8,-999.0,-999.0,-999.0,-999.0
조위관측,성산포,25.1,-999.0,-999.0,-999.0,-999.0
조위관측,모슬포,21.3,-999.0,-999.0,-999.0,-999.0
조위관측,장항,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,보령,24.2,-999.0,-999.0,-999.0,-999.0
조위관측,고흥발포,24.16,-999.0,-999.0,-999.0,-999.0
조위관측,완도,21.89,-999.0,-999.0,-999.0,-999.0
조위관측,진도,22.04,-999.0,-999.0,-999.0,-999.0
조위관측,거제도,23.1,-999.0,-999.0,-999.0,-999.0
조위관측,위도,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,거문도,22.78,-999.0,-999.0,-999.0,-999.0
조위관측,강화대교,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,안흥,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,흑산도,20.2,-999.0,-999.0,-999.0,-999.0
조위관측,어청도,22.17,-999.0,-999.0,-999.0,-999.0
조위관측,굴업도,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,왕돌초,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,복사초,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,교본초,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,영흥도,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,영종대교,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,광양,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,태안,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,서천마량,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,인천송도,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,부산항신항,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,동해항,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,경인항,-999.0,-999.0,-999.0,-999.0,-999.0
조위관측,삼천포,24.18,-999.0,-999.0,-999.0,-999.0
해양부이,이어도,26.152,0.77,194.28,-999.0,5.24
해양부이,신안가거초,24.665,0.63,171.53,344.6,5.26
해양부이,옹진소청초,23.875,0.53,182.91,216.22,5.27
해양부이,경포대해수욕장,23.64,0.37,71,292.9,5.41
해양부이,상왕등도,21.86,0.44,233,19.5,4.97
해양부이,우이도,-999.0,0.85,205,326.1,5.5
해양부이,생일도,20.81,0.46,178,95.9,5.6
해양부이,해운대해수욕장,20.94,0.57,168,282,6.11
해양부이,군산항,22.2,-999.0,-999.0,16.8,-999.0
해양부이,평택·당진항,20.48,-999.0,-999.0,108.6,-999.0
해양부이,대천해수욕장,23.64,0.5,109,33.5,3.92
해양부이,여수항,23.3,-999.0,-999.0,155.5,-999.0
해양부이,통영항,22.42,-999.0,-999.0,264.3,-999.0
해양부이,완도항,22.52,-999.0,-999.0,109.7,-999.0
해양부이,부산항,21,-999.0,-999.0,17.8,-999.0
해양부이,부산항신항,23.96,-999.0,-999.0,86.3,-999.0
해양부이,경인항,24.07,-999.0,-999.0,353.5,-999.0
해양부이,광양항,24.19,-999.0,-999.0,228,-999.0
해양부이,태안항,18.42,-999.0,-999.0,56.4,-999.0
해양부이,감천항,17.87,0.1,-999.0,-999.0,5.9
해양부이,인천항,22.81,-999.0,-999.0,59.3,-999.0
해양부이,마산항,24.28,-999.0,-999.0,236.7,-999.0
해양부이,송정해수욕장,20.31,0.72,202,81.7,5.31
해양부이,낙산해수욕장,23.56,0.3,60,28.5,4.89
해양부이,중문해수욕장,23.51,0.87,208,84.7,5.43
해양부이,제주남부,27,-999.0,-999.0,-999.0,-999.0
해양부이,대한해협,23.6,0.9,212,54,6.2
해양부이,남해동부,-999.0,-999.0,-999.0,-999.0,-999.0
해양부이,제주해협,26.3,0.77,236,130,4.4
해양부이,울릉도북동,23.96,0.75,191,141,5.7
해양부이,울릉도북서,24.4,0.56,187,202,4.7
